,name,date,file_name,status,original_url,final_url,encoding
0,sz,2021-04-14,data-lake/2021-04-14-sz.html,200,https://www.sueddeutsche.de/,https://www.sueddeutsche.de/,UTF-8
1,zeit,2021-04-14,data-lake/2021-04-14-zeit.html,200,https://www.zeit.de/,https://www.zeit.de/index,UTF-8
2,faz,2021-04-14,data-lake/2021-04-14-faz.html,200,https://www.faz.net/,https://www.faz.net/aktuell/,utf-8
3,heise,2021-04-14,data-lake/2021-04-14-heise.html,200,https://www.heise.de/,https://www.heise.de/,UTF-8
4,golem,2021-04-14,data-lake/2021-04-14-golem.html,200,https://www.golem.de/,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2F,ISO-8859-1
5,tagesspiegel,2021-04-14,data-lake/2021-04-14-tagesspiegel.html,200,https://www.tagesspiegel.de/,https://www.tagesspiegel.de/,utf-8
6,taz,2021-04-14,data-lake/2021-04-14-taz.html,200,https://taz.de/,https://taz.de/,utf-8
7,abendblatt,2021-04-14,data-lake/2021-04-14-abendblatt.html,200,https://www.abendblatt.de/,https://www.abendblatt.de/,UTF-8
8,berliner,2021-04-14,data-lake/2021-04-14-berliner.html,200,https://www.berliner-zeitung.de/,https://www.berliner-zeitung.de/,utf-8
9,welt,2021-04-14,data-lake/2021-04-14-welt.html,200,https://www.welt.de/,https://www.welt.de/,utf-8
10,dfi,2021-04-14,data-lake/2021-04-14-dfi.html,200,https://www.dfi.de/de/Veroeffentlichungen/veroeffentlichungen_dfiaktuell.shtml,https://www.dfi.de/de/Veroeffentlichungen/veroeffentlichungen_dfiaktuell.shtml,ISO-8859-1
11,ecoute,2021-04-14,data-lake/2021-04-14-ecoute.html,200,https://www.ecoute.de/,https://www.ecoute.de/,UTF-8
12,medium,2021-04-14,data-lake/2021-04-14-medium.html,200,https://medium.com/,https://medium.com/,utf-8
13,esslinger,2021-04-14,data-lake/2021-04-14-esslinger.html,200,https://www.esslinger-zeitung.de/,https://www.esslinger-zeitung.de/,UTF-8
14,kdnuggets,2021-04-14,data-lake/2021-04-14-kdnuggets.html,200,https://www.kdnuggets.com/,https://www.kdnuggets.com/,UTF-8
15,handelsblatt,2021-04-14,data-lake/2021-04-14-handelsblatt.html,200,https://www.handelsblatt.com/,https://www.handelsblatt.com/,utf-8
16,ntv,2021-04-14,data-lake/2021-04-14-ntv.html,200,https://www.n-tv.de/,https://www.n-tv.de/,UTF-8
17,danielmiessler,2021-04-14,data-lake/2021-04-14-danielmiessler.html,403,https://danielmiessler.com/,https://danielmiessler.com/,UTF-8
18,pioneer,2021-04-14,data-lake/2021-04-14-pioneer.html,200,https://www.thepioneer.de/,https://www.thepioneer.de/,utf-8
19,suedwest,2021-04-14,data-lake/2021-04-14-suedwest.html,200,https://www.swp.de/,https://www.swp.de/,UTF-8
20,t3n,2021-04-14,data-lake/2021-04-14-t3n.html,200,https://t3n.de/,https://t3n.de/,ISO-8859-1
21,economist ,2021-04-14,data-lake/2021-04-14-economist .html,200,https://www.economist.com/,https://www.economist.com/,utf-8
22,srf,2021-04-14,data-lake/2021-04-14-srf.html,200,https://www.srf.ch/,https://www.srf.ch/,UTF-8
23,wef,2021-04-14,data-lake/2021-04-14-wef.html,200,https://www.weforum.org/,https://www.weforum.org/,utf-8
24,kindly,2021-04-14,data-lake/2021-04-14-kindly.html,200,https://www.livekindly.co/,https://www.livekindly.co/,UTF-8
25,stuttgarter,2021-04-14,data-lake/2021-04-14-stuttgarter.html,200,https://www.stuttgarter-nachrichten.de/,https://www.stuttgarter-nachrichten.de/,UTF-8
26,atlantic,2021-04-14,data-lake/2021-04-14-atlantic.html,200,https://www.theatlantic.com/,https://www.theatlantic.com/world/,utf-8
27,netzpolitik,2021-04-14,data-lake/2021-04-14-netzpolitik.html,200,https://netzpolitik.org/,https://netzpolitik.org/,UTF-8
28,towardsds,2021-04-14,data-lake/2021-04-14-towardsds.html,200,https://towardsdatascience.com/,https://towardsdatascience.com/?gi=6d3948f86992,utf-8
