,name,date,file_name,status,original_url,final_url,encoding
0,sz,2023-07-02,data-lake/2023-07-02-sz.html,200,https://www.sueddeutsche.de/,https://www.sueddeutsche.de/,utf-8
1,zeit,2023-07-02,data-lake/2023-07-02-zeit.html,200,https://www.zeit.de/,https://www.zeit.de/index,UTF-8
2,faz,2023-07-02,data-lake/2023-07-02-faz.html,200,https://www.faz.net/,https://www.faz.net/aktuell/,utf-8
3,heise,2023-07-02,data-lake/2023-07-02-heise.html,200,https://www.heise.de/,https://www.heise.de/,UTF-8
4,golem,2023-07-02,data-lake/2023-07-02-golem.html,200,https://www.golem.de/,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2F,UTF-8
5,tagesspiegel,2023-07-02,data-lake/2023-07-02-tagesspiegel.html,200,https://www.tagesspiegel.de/,https://www.tagesspiegel.de/,utf-8
6,taz,2023-07-02,data-lake/2023-07-02-taz.html,200,https://taz.de/,https://taz.de/,utf-8
7,abendblatt,2023-07-02,data-lake/2023-07-02-abendblatt.html,200,https://www.abendblatt.de/,https://www.abendblatt.de/,UTF-8
8,berliner,2023-07-02,data-lake/2023-07-02-berliner.html,200,https://www.berliner-zeitung.de/,https://www.berliner-zeitung.de/,utf-8
9,welt,2023-07-02,data-lake/2023-07-02-welt.html,200,https://www.welt.de/,https://www.welt.de/,utf-8
10,medium,2023-07-02,data-lake/2023-07-02-medium.html,200,https://medium.com/,https://medium.com/,utf-8
11,esslinger,2023-07-02,data-lake/2023-07-02-esslinger.html,200,https://www.esslinger-zeitung.de/,https://www.esslinger-zeitung.de/,UTF-8
12,kdnuggets,2023-07-02,data-lake/2023-07-02-kdnuggets.html,200,https://www.kdnuggets.com/,https://www.kdnuggets.com/,UTF-8
13,handelsblatt,2023-07-02,data-lake/2023-07-02-handelsblatt.html,200,https://www.handelsblatt.com/,https://www.handelsblatt.com/,utf-8
14,ntv,2023-07-02,data-lake/2023-07-02-ntv.html,200,https://www.n-tv.de/,https://www.n-tv.de/,UTF-8
15,pioneer,2023-07-02,data-lake/2023-07-02-pioneer.html,200,https://www.thepioneer.de/,https://www.thepioneer.de/,utf-8
16,suedwest,2023-07-02,data-lake/2023-07-02-suedwest.html,200,https://www.swp.de/,https://www.swp.de/,UTF-8
17,t3n,2023-07-02,data-lake/2023-07-02-t3n.html,200,https://t3n.de/,https://t3n.de/,UTF-8
18,economist,2023-07-02,data-lake/2023-07-02-economist.html,200,https://www.economist.com/,https://www.economist.com/,utf-8
19,srf,2023-07-02,data-lake/2023-07-02-srf.html,200,https://www.srf.ch/,https://www.srf.ch/,UTF-8
20,wef,2023-07-02,data-lake/2023-07-02-wef.html,200,https://www.weforum.org/,https://www.weforum.org/events/annual-meeting-of-the-new-champions-2023,utf-8
21,kindly,2023-07-02,data-lake/2023-07-02-kindly.html,200,https://www.livekindly.co/,https://www.livekindly.com/,UTF-8
22,stuttgarter,2023-07-02,data-lake/2023-07-02-stuttgarter.html,200,https://www.stuttgarter-nachrichten.de/,https://www.stuttgarter-nachrichten.de/,UTF-8
